Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,42,41.81312943,43.01325989,45.29000092,45.64279938
Angola,AGO,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,47.2,47.8,48.4,49.1,49.5
Angola,AGO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.122534372,9.83116886,10.01699597,8.607741802,7.882624763
Angola,AGO,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,33.13391814,25.24567262,23.25272516,25.5417235,17.03878307
Angola,AGO,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,41.93309219,42.64356787,42.16795377,47.93154185,49.76092074
Angola,AGO,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.685144803,6.752680742,6.580549657,6.059469233,6.137445405
Angola,AGO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.105426293,2.733340655,2.507985456,1.871775866,1.643740283
Angola,AGO,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.00201902,9.732512484,9.223777502,9.644778503,10.0903858
Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Antigua and Barbuda,ATG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Antigua and Barbuda,ATG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.612326721,1.56801881,1.793598652,1.735911717,1.733408833
Antigua and Barbuda,ATG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,63.75049528,64.26247428,66.12956599,70.53929729,68.52545025
Antigua and Barbuda,ATG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.45797948,17.93837237,19.22069665,21.1069983,21.16303875
Antigua and Barbuda,ATG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.682962647,2.727403978,2.490702756,2.474602461,2.302725433
Antigua and Barbuda,ATG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Antigua and Barbuda,ATG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.6253891,99.84957886,100,99.98957825,100
Argentina,ARG,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.7,99.8,99.8,99.8,99.9
Argentina,ARG,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,5.156685902,6.26456582,5.231622377,4.537878897,5.318555997
Argentina,ARG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,11.78057404,13.56679268,13.96931778,16.32585021,14.70573667
Argentina,ARG,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.15305614,22.05410721,21.78212322,23.71959233,23.15784774
Argentina,ARG,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,14.18158545,13.48802597,12.83516834,14.0601434,13.54083907
Argentina,ARG,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.850128583,0.813140078,0.856137916,0.745498855,0.706186671
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.33650694,12.09728364,10.93962386,9.992390084,10.59439751
Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,99.80000305,99.69999695,99.90000153,100
Armenia,ARM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,97.8,97.9,98,98,98
Armenia,ARM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,17.22312003,16.39047353,14.99426012,13.94231166,11.52561074
Armenia,ARM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,41.95668313,42.3336876,48.98633088,53.08021299,54.76335277
Armenia,ARM,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.70869944,25.57713304,25.80953238,24.75655785,24.97160846
Armenia,ARM,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,9.206171059,10.28464998,10.63112611,11.27191844,11.71149186
Armenia,ARM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.239225786,4.090349217,3.849730577,4.119886153,4.787705841
Armenia,ARM,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,20.93122083,21.27737528,20.78065336,20.8701039,22.28517099
Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Aruba,ABW,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Aruba,ABW,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.012518854,0.018610747,0.023920506,0.030268667,..
Aruba,ABW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,72.9826546,70.41752481,71.25564589,74.63363573,71.98625407
Aruba,ABW,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,12.46789216,12.71312488,12.39582656,11.43756106,..
Aruba,ABW,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,3.585011312,3.688822318,3.734056007,3.129640614,..
Aruba,ABW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Aruba,ABW,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Australia,AUS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.375955227,2.404530092,2.703220554,2.458110261,2.116188477
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.55503741,21.55057682,20.72016138,21.516144,21.67518659
Australia,AUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,23.69351416,22.32992547,23.47347211,24.14395689,25.31674246
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,6.299432331,6.086074648,5.800282916,5.778138372,5.605068907
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.95091845,2.084496852,1.999207998,1.890112081,1.874025561
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,21.88294868,22.277076,22.09187027,23.19743194,23.41307697
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.129790194,1.110316479,1.210536431,1.130602891,1.05234908
Austria,AUT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.33825483,48.57568463,50.88769179,52.46142039,52.12879115
Austria,AUT,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.17491325,25.47680498,25.41186777,25.36642939,25.18385977
Austria,AUT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.69003646,17.04741463,16.84270767,16.82875171,16.591013
Austria,AUT,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.698138152,0.729737692,0.757321291,0.744738359,0.727513237
Austria,AUT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,26.82616742,25.41916923,25.42222618,25.41750212,25.58217833
Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Azerbaijan,AZE,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,95.9,96.2,96.4,96.6,96.7
Azerbaijan,AZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.177454947,5.604946281,5.607369011,5.212505619,5.695258144
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.80673042,43.64966934,41.85445095,37.58028267,36.76751791
Azerbaijan,AZE,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,44.89132034,47.55780701,49.7017251,52.25053688,48.82363284
Azerbaijan,AZE,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,4.990621552,4.892660678,4.699464584,4.619812216,5.003650963
Azerbaijan,AZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.464876793,3.688527303,3.756301732,3.562401234,3.873411703
Azerbaijan,AZE,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,15.60316293,14.55551657,13.16404551,12.97127179,14.21885265
"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
"Bahamas, The",BHS,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
"Bahamas, The",BHS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.81352903,0.880469133,0.776040655,0.681258722,0.539688315
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,36.45031572,37.12504014,39.68812714,39.8062058,36.23188406
"Bahamas, The",BHS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,11.02774429,12.03251483,13.12795365,12.21640352,12.07780001
"Bahamas, The",BHS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2.42625549,3.020803407,2.7294944,2.045344079,1.140015766
"Bahamas, The",BHS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
"Bahamas, The",BHS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.67540569,14.18934398,14.89743308,14.39089669,16.66589352
Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Bahrain,BHR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Bahrain,BHR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.31623018,0.332168625,0.29059524,0.288059552,0.281212268
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,71.82416506,65.41972798,67.30698583,71.55353264,65.21487421
Bahrain,BHR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,40.15386671,39.3054656,41.17680576,42.86055831,42.08032951
Bahrain,BHR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,17.38495114,18.10286007,18.50542879,17.61996753,17.62160932
Bahrain,BHR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.632877365,4.671440867,4.33877531,4.07429483,4.055054417
Bahrain,BHR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,74.90373993,75.91999817,88,91.80000305,92.19999695
Bangladesh,BGD,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,18.3,19.3,20.6,21.9,23.4
Bangladesh,BGD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.78299644,13.46479232,12.95727604,12.48007719,11.97532192
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,24.74932252,17.41294565,17.17998378,19.83984378,18.48329528
Bangladesh,BGD,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,26.83139483,31.06915138,31.24829196,31.98281359,32.85254586
Bangladesh,BGD,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,16.78867356,20.3479481,20.07506151,20.80229593,21.20794173
Bangladesh,BGD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.350969947,1.372321482,1.240256126,1.263999785,1.348906693
Bangladesh,BGD,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,8.498348828,7.316911848,6.997142632,7.731772166,7.638638179
Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Barbados,BRB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Barbados,BRB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,1.304847182,1.293243007,1.299786098,1.436059115,1.300652674
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,47.29140711,42.11026428,40.69336894,39.93892276,37.97060619
Barbados,BRB,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,13.63369526,12.99140195,12.76901833,12.3350023,11.95943091
Barbados,BRB,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,5.441625476,5.301261734,5.119852423,4.88789793,4.678593229
Barbados,BRB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Barbados,BRB,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,25.33972493,27.47846019,..,..,..
Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Belarus,BLR,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.3,99.4,99.4,99.5,99.5
Belarus,BLR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.283296561,6.895280624,7.565802538,6.590107726,6.794668828
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,57.90405963,62.69997578,66.57815452,68.93869099,65.75582211
Belarus,BLR,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,32.69242811,30.95840925,31.55448509,31.26560971,31.73712872
Belarus,BLR,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,20.6443546,20.15218696,21.6291152,21.2579004,21.63990615
Belarus,BLR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.257482359,1.253515045,1.146289015,1.182261729,1.20086453
Belarus,BLR,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,14.17309447,13.78823561,13.01900561,14.67256897,13.30150614
Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Belgium,BEL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100
Belgium,BEL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.68641478,0.628433476,0.66509366,0.603042099,0.670058185
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,76.38726436,78.23541051,82.1434261,83.41515763,81.77436305
Belgium,BEL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,19.66988832,19.28822027,19.23536249,18.93393077,19.25763353
Belgium,BEL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,12.69333388,12.35694408,12.42911753,12.17367734,12.34626916
Belgium,BEL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.909284202,0.894706236,0.883680595,0.89139955,0.889387187
Belgium,BEL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,24.35453781,22.84232918,23.44825897,24.00856601,22.62131642
Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.80000305,93.22231293,94.18901062,91.72000122,92.72000122
Belize,BLZ,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,82.9,82.8,82.6,82.4,82.1
Belize,BLZ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,9.538283194,7.639245074,8.487211286,7.068349892,6.494961721
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,52.09228681,48.77130839,47.48468941,48.63930886,49.67928823
Belize,BLZ,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,14.74133228,15.59547266,14.24605206,13.79087905,14.24532382
Belize,BLZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,7.311060846,7.170907682,7.012580927,6.568319654,6.585836954
Belize,BLZ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.143856161,1.223192232,1.255364915,1.247387935,1.329104658
Belize,BLZ,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,19.55055198,20.47094729,21.16019754,..,..
Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,29.62000084,37.09524536,34.5,39.24691772,40.32868958
Benin,BEN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,4.3,4.3,4.2,4.2,4
Benin,BEN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.39208509,27.7536355,28.48901653,28.06477391,26.87580163
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,32.03586197,31.38014027,34.27100218,34.52096387,34.05080512
Benin,BEN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,16.38509544,15.70206831,15.10758585,14.64195675,16.3125612
Benin,BEN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.03567008,9.93126564,9.62006825,9.162461995,9.86572844
Benin,BEN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.798484705,0.673596727,0.920613124,0.63285754,0.472934841
Benin,BEN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100
Bermuda,BMU,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..
Bermuda,BMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.227889497,0.307018453,0.274700811,0.234985525,0.220961505
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.32465906,23.41985281,23.8542792,26.076114,25.81667725
Bermuda,BMU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,5.124380479,5.349793642,5.509305385,5.701235971,6.370650363
Bermuda,BMU,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,0.514175208,0.431063531,0.463659127,0.487269749,0.516039343
Bermuda,BMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Bermuda,BMU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.53071594,99.58979034,97.69999695,99.97436523,100
Bhutan,BTN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,75,76,77.4,78.3,79.4
Bhutan,BTN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,14.43686801,14.39462373,15.03361881,15.99124824,15.78414914
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,63.44530544,53.79191055,51.12354999,53.36930561,48.18954167
Bhutan,BTN,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,42.48708598,42.55111127,41.84296363,38.20346089,36.05893013
Bhutan,BTN,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,8.202847606,7.641068164,7.507318433,7.431500077,7.10560426
Bhutan,BTN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..
Bhutan,BTN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.26203862,12.9794732,12.54156214,16.68545493,15.64120809
Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.52281952,91.80000305,91.80000305,92.80000305,95.08000183
Bolivia,BOL,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,82.7,83.5,84.2,85,85.7
Bolivia,BOL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.2394941,11.17187541,11.58933594,11.48192416,12.22175758
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,37.06454915,31.91302898,31.80050838,31.12116957,31.43004445
Bolivia,BOL,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,25.20241626,25.32635896,26.36997442,26.24658947,25.21027455
Bolivia,BOL,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,10.19119087,10.98422152,10.49350844,10.3431515,10.48950355
Bolivia,BOL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.759435915,1.530467849,1.536427353,1.496902342,1.451270871
Bolivia,BOL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..
Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.69999695,100,100,100,100
Bosnia and Herzegovina,BIH,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,43.9,45.2,43.6,44.7,45
Bosnia and Herzegovina,BIH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,6.238165226,6.369381919,5.601858484,5.885435471,5.603092123
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,53.80931672,52.96648405,57.08703259,57.28754217,55.2309836
Bosnia and Herzegovina,BIH,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,22.62640691,23.24614985,24.00228675,24.52344216,23.96425383
Bosnia and Herzegovina,BIH,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,11.67037687,12.36923636,13.11501149,13.2253467,12.93772661
